original_id,companyId,name,name_en,trading_name,slug,abn,website,phone,email,logo,description,shortDescription,fullDescription,industry_1,industry_2,industry_3,industry,state,foundedYear,teamSize,size,languages,verified,createdAt,updatedAt
COMP_01262,COMP_01261,Bacera Co Pty Ltd,Bacera Co Pty Ltd,BCR,bacera-co-pty-ltd,87130877137,https://au.thebcr.com/,+61 2 8459 8050,info@au.thebcr.com,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIgAAACICAYAAAA8uqNSAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAABmJLR0QA/wD/AP+gvaeTAAANU0lEQVR42u2deZQU1RWHv+ru2RiQMSK4YGQRWXREEiMSc9CQRJGoQY9RcSMqYjRqjsbEBBW3GKOGRE00ErOgiajRaAKiQYMKEhcQRfFIiCgii4Ds4zAzvVX+uE1o26pXXb1Vd8/9zpkzM11Vr169+c2r9+67717Ltm0UxY1Q0BVQyhsViGJEBaIYUYEoRlQgihEViGJEBaIYUYEoRlQgihEViGJEBaIYUYEoRlQgihEViGJEBaIYUYEoRlQgihEViGJEBaIYUYEoRlQgihEViGJEBaIYUYEoRlQgipFI0BXIhY65AzYBDQUoah2wBJgDPF8TsZe8vbKBR19q4qbxa/rH20PXRWrsE9rbQxssi1XACuAt4E3gA+DDbG5Sd9S7QTdZzlSkQIBGoK4A5fRNfZ0ItACPJJPc1RGzlhC23/toS835S1fXT/7asO3XxKOhAzOuXQb8G5gJPAnEg26UYlCpr5hkEcrsFk9YE/r0is6+8NiN44iGWLu5JjZr0W7XhmvtSQ7nDwTOAx5BeqBvBt0oxaBSBVIUbBsa65J79+sVnZaIWefu3jXBoX3bSMatW4D7XC6rBUYivchvgT2Cfo5CYlXi7v6OuQN2UJgxiImt4RDHRCLJhbFYiKRNT2A+MMDjuvnAmaSNTyp5DKI9iDtNCZspn7SFre1tIWybDcBvsrjuK8A0oEvQD1AIVCAG6rokRsxc0H1s8/cHs7klQiRsP012M5evAjcGXf9CUKmzmEIQA14EXgdWAa3IeKIJOAA4Ih4NDRnat+2060//6InG+iTJpPU+8B/g81mUPxF4CFgU9IPmQ2cUyBbkFfBHYCUyvXVir3jU+tLg3u2jhvTf0Tu6I7w6aZMA3gGOyeI+3YAzUIFUFE8AVwNLszh3nWUxMxq3ZhIPp7+KN/i430hgT+DjoB88VzrFGCQcshORsH0TcArZiSOTdLtLrY/rmoHeQT9/PlS9QGrrkjz/drfrHn+laXJtfbIQBrZsxh87qaPC7SJVLxDLYtrW1vDNm1oiWKG8bT5dgUN9XvO5oNsgH6pdIMuAq0CspAXg28DBPq+JBt0I+VDNg1QbmBLtCG0Y1dxCImkRbQ/nU94XgJ/ibwwC/ga1ZUc1C2QpMMO2oXuXJGCTSFq5lNMEjAFuA/bxee0GYFPQDZEP1SyQOcB6gEQSwCiOYcDX+fSA0kbE0QwcmWMdXkNsLRVLtQokAczN4jwLuB64FNi9CPWYA7QH3Rj5UK0CaUc8v7wYD0wuUh1WAn8NuiHypVpnMVFgjcc5jcBFRazDbcDqoBsiX6q1B4kBOzzO6YaMLwpNArgVuCfoRigE1dqDRPAWfwzYWOD7voa8tq4OugEKRbUKpAbYy+OcbYibYCH4F+KT+g3gwaAfvpBUq0DqgUM8zokjr4KXCnC/fZBZUF6WuHKkWgVSA4zK4ryVwMnANYgrwHPAK/i3XQwB/gIsBi5J3b8qqNZBKsBRwG7Ado/z1gM3p37ugjhD9wT6AycAZ5G9f2lv4NfAFxGPsljQjZAv1dqDgKydHOfzmh2IaXwpMj65EPgyMNtnOd8Brg26AQpBNQskBPwQmc7mhG1DbcR+s64xMbauPjnL54LwBKBf0I2QL9UsEJCu/ppcL66tTzLvna6cc3vf9psf3mtSbcRu9XF5L8TlsKKpdoEAXIn8N/vGCtm0tIVYvq6ONZtrl1vYi31cHgL2D/rh86WaB6k7CQF3IH4cvqyb0bYwo4dt5/jDt0HSinfEQn6djyt+81Rn6EFA1l3uRGYYvnxEE0mLjo6Q1RGzLPy3V04OKOVEZxEISG95CbAQmYLuj/kP2AUYDlyGGMGqMryDF53hFZNJX2Aq8BFiIl+CrLq2IP8wewB9gMOB0Uh4h7uoIuOXHzqjQHayN3B22u9RRCDpbZIApqd+7ky97f/pzALJxMkZ+QVgRtAVCxIViDubEUMbloxU4ti0VV40lfxQgWQQsiASttuicesy4I2kDYm4BZAIhVgbzn/zVUXRKd+rblgWtHaEVr+/vvacUMh+sK5LghkLmjjk8kEMvWIQd8zcc0FdY8JPkRU/86lUgRSj3i2RsH3fB+trj506u8djNQ1JEjGLQfu2c/FxG7l49EZGDGx9NhGznvVRZsULpFJfMa3kH+nQBtYi8T7mAM8DS0IhqKuxwYZYNMQhfdoYOii1BBO1NrV3hMZbFlcDp+NtKa3obZdQoUHslNJRqa8YpUSoQBQjKhDFiApEMaICUYyoQBQjKhDFiApEMaICUYyoQBQjKhDFiApEMaICUYyoQBQjRfMHGTFyzNlI7I0OxPfCRKZQ25Gd9i1IrI5lwLsUPuZoHTAYCTYzBAkEUwd8giQZeh3JkZt+330Qf5RtLmWOQ8J1xzye22LXvhw79dWRuvdGJC/vKryD8QHw8rynCtw0QjEdhvoBYwtY3lrEsecuJBZYPjQiIRpORYLkmiIDrQWeAf6A5KObgCQj+pnL+eOQuCKF4APgVeBP+A9BURCK5jA0YuSYOnbtcL8A953uy5HAbxuRbAoHId5aY1zO3wZ8j9xjgY1G/rjD0j7bCNwPPIsIojsSgOYMpGcB8Q7buTXibmSXnhM9gMOQyM3jcA/fPT11z0ZgP0SoY1JtkEkC2ex1JdDmVFixepBiCiT91yYkS/UQh1MXIw2a6Q18HRIF2YlW4Gj89yRXIckG0/fALEHSmC5xOL8H8HPg/IzP70FE6sUo4O84xyiZBNyS8dlwpLcY7FLencDlOLy6iiWQUg1St+Ke6cnCOc36DbgLoBGJ/uOHnyB/7HRxbALOwVkcID3LRGT7ZTrZBqtbgOyvccJpK+erwMW49BKpugz1+dx5UcpZTC5Oxn8zHGtGhJINJwM3OXw+FenBvOr9A2BF2mfZpgSJ4D1Az+Ql3BMhNiDjoJJRSoHkEgphheFYVyTcpRc9gdv57H/9VuDeLOuxBuneS0EUmbG5sV+J6gGUvx3E9J+6BRmLeHEBzrHCXkSmkdlyP7uSKvtNKuSXDsOxku61KXeBDDQcewHvVBtdkfe2E8/5rMtWJBYqFD9gboPh2IqsSykA5SyQWuBbLseWkV04qWNxz1K5LIc6zUp9b6J40YPCuKdSjQFvFOm+jpTzzrobcE4guAg4FwkA48XRLp+3k1sg/4XAFRQ3D90BSIxXJ/6BWHZLRjkIxGZXROIaJLLPd5EIx+msAH6P9Bxbs3w2N3tCC+4p2U3EgF8VuT2uxDn71WLEBlLSMUg5CGQAMp6oRwxTPdk1O4kCM5HZxouYB2+ZdE+V5UTUZ1nFIHP81B+ZTmeG7EwCDwE/Qqy8JaUcBNKIhLt2wkZEcxoSW2w2u2YSXtTjHmU5SvAbq09CUpZ0SX0fzqdTmGxFxjwPIGtBgVAOAnkXMXVvRmYd+yPGoFNTPx+V+pqArHQ+DPwC70FmCPfZRojgB+hHpL7ceIbPvmZLTtCNBGLLeAN4DxmAzUC605HAPzPO7YoIZS5woke5MdxN1vWYp5Kl4F5kPcfN0noScF7AdSwLgVg4G54+RJbklzsc64UYrg4zlLsd96TGu5FHkP8C8T4y4L7b5XgNMAU4NMhKloNATKxH1kucaELyvLi9Rnbg7mDUgHfKsmKzswebBMw3POPU1PdAKHeBgAS7deNIzJkrFxqOHUx50IK4E6x3OX44kjotECpBIB/zWV+RnTRiNsfPwn0cckyO9emGODQ1FfAZ/4uMu9yYSI4ZK/KlEgTihWkmtgxx2HFiBLn1IhMRu0ShU58+APzOcPyXSG9SUipBID1xH2fE8TaZT8G5F2kALvVZl+FIqjEbeLoIzzoJCarnRDfEF3b37IvLn0oQiCl75QbgLY/rF+HuyzEeOD7LejQjfrDdEcdpv6vBmThNbzchaz1uyRAPQlKalOzvVg4CsXG3ajYhC3NuPE52i3Y34vyqqUN8QL1sKqMR+0x/xC3whiyfLY67ncOtV5yN2ZHpTKSnKQmlEkg9subixL442zO6IzaCg1yuW8iudKZetCFWSSdP+B6Ia+N0JHt2M7KiOhTZtvEoMtjtgxjyzkKclbJhIO6vhJE4++KCCHA57twIXJRlHfKimF7tDYjL/0BkGney4fRVwDQkqXESEcwpODvoxoHHkIUtv4tXEcR6+WPc7SDbERtKNz7t8zo9dc91Hvfoh6wiNyOGPtMsaz7Ss81HNmmlv1rGIsme3bARwT8JLH553lO5+Ld4UkyB3Ip56uYHGxm8vQb8GdlAlQ/7Ia6Ix2G2xu5AIjBPRVaVs+FJpCfyQyuyTyfTF/UhZErtxYKX5z01PM82caSYi3XzkC40RnYe7elbEduQ5fD1SO+yAckKlYuTjxOrgMnIot8BwIHIf3731PEtyB9rKe6zCjfuQMYr2fptWGnPmskVyGYuEyG8e7Wc0VDcipFymMUoZYwKRDGiAlGMqEAUIyoQxYgKRDGiAlGMqEAUIyoQxYgKRDGiAlGMqEAUIyoQxYgKRDGiAlGMqEAUIyoQxYgKRDGiAlGMqEAUIyoQxYgKRDGiAlGMqEAUIyoQxcj/ANu77XgnkjHhAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDE5LTEwLTA2VDE2OjI0OjQyKzAzOjAwj+nYgAAAACV0RVh0ZGF0ZTptb2RpZnkAMjAxOS0xMC0wNlQxNjoyNDo0MiswMzowMP60YDwAAAAZdEVYdFNvZnR3YXJlAEFkb2JlIEltYWdlUmVhZHlxyWU8AAAAAElFTkSuQmCC",,Bacera Co Pty Ltd is a registered business in Australia.,"BCR, founded in 2008, is a proudly Australian CFD trading provider headquartered in Sydney. With over 16 years of industry experience, BCR has built a strong reputation for delivering transparent and professional trading services across global financial markets. Guided by the core values of integrity, innovation, and client success, BCR continues to evolve and grow as a trusted name in the financial services industry.",,,,Financial and Insurance Services,NSW,2008,,11-50,English;Chinese (Mandarin),false,,
COMP_01263,COMP_01262,Achieve Capital,Achieve Capital,,achieve-capital,,www.achievecapital.com.au/,,steve.hobbs@achievecapital.com.au,,,"chieve Capital is a corporate advisory firm that accelerates business growth through capital optimization and customized services, helping Australian and international companies achieve faster growth and successful fundraising.","Achieve Capital is a corporate advisory firm specializing in providing comprehensive business solutions to help companies achieve faster and more successful growth in Australia and internationally. The company's core philosophy centers on optimizing the flow of all forms of capital - working capital, intellectual capital, and human capital - to areas where they can be most effectively leveraged.
Through their extensive networks, Achieve Capital serves both private and public unlisted companies, delivering customized services across eight key areas: accelerated growth to drive greater revenues and profits, equity and debt capital raising, developing powerful corporate strategies to become investor-ready, creating business plans and information memorandums, business and marketing development, executive coaching, forming strategic alliances to create powerful synergies, and business succession planning for trade sales, strategic exits, or transitions.

The firm's mission is to help clients achieve accelerated business growth and capitalize on opportunities, new markets, and changing market conditions through tailored solutions designed to meet specific client objectives more quickly and effectively.",Financial and Insurance Services,Finance,Financial Asset Investing,Financial Asset Investing,,2025,,1-10,English,false,,
COMP_01264,COMP_01263,Pass Go Home Loans Pty Ltd,Pass Go Home Loans Pty Ltd,,pass-go-home-loans-pty-ltd,98146151788,www.passgo.com.au,1300 656 299,info@passgo.com.au,,,The Trustee for Axton Finance Trust is a registered business in Australia.,,Financial and Insurance Services,Finance,Non-Depository Financing,Non-Depository Financing,VIC,2010,,1-10,,false,,
COMP_01265,COMP_01264,AUR INVESTMENT PTY LTD,AUR INVESTMENT PTY LTD,RUIZ PROPERTY MANAGEMENT,aur-investment-pty-ltd,78637421900,www.ruizproperty.com.au,02 6109 7667,admin@ruizproperty.com.au,,,,,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,Real Estate Services,ACT,2019,,1-10,English;Chinese (Mandarin),false,,
COMP_01266,COMP_01265,Trusted Property,Trusted Property,,trusted-property,,https://trustedproperty.co/,04 5166 0619,paco@trustedproperty.co,,,,,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,Real Estate Services,ACT,2024,,1-10,English;Chinese (Mandarin),false,,
COMP_01267,COMP_01266,BRE IP PTY LTD,BRE IP PTY LTD,BLACKSHAW CORPORATE,bre-ip-pty-ltd,92630650341,https://www.blackshaw.com.au/,1300 550 240,,,,,,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,Real Estate Services,ACT,2018,,11-50,English,false,,
COMP_01268,COMP_01267,La Cosmetique,La Cosmetique,,la-cosmetique,,lacosmetique.com.au/,,info@lacosmetique.com.au,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,Medical Services,,2020,,1-10,English;Chinese (Mandarin),false,,
COMP_01269,COMP_01268,La Cosmetique,La Cosmetique,,la-cosmetique-1,,lacosmetique.com.au/,,info@lacosmetique.com.au,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,Medical Services,,2020,,1-10,English;Chinese (Mandarin),false,,
COMP_01270,COMP_01269,STRONG UNITY PTY LTD,STRONG UNITY PTY LTD,Canberra Day Spa,strong-unity-pty-ltd,36682205812,www.canberradayspa.com.au,,,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,Medical Services,ACT,2020,,1-10,,false,,
COMP_01271,COMP_01270,STRONG UNITY PTY LTD,STRONG UNITY PTY LTD,Canberra Day Spa,strong-unity-pty-ltd-1,36682205812,www.canberradayspa.com.au,02 6257 9511,enquiry@canberradayspa.com.au,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,Medical Services,ACT,2020,,1-10,English,false,,
COMP_01272,COMP_01271,THE SKYN LOUNGE PTY LTD,THE SKYN LOUNGE PTY LTD,,the-skyn-lounge-pty-ltd,71647671252,https://www.theskynlounge.com.au/,(02) 6162 1790,,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,Medical Services,NSW,2020,,1-10,,false,,
COMP_01273,COMP_01272,QIXIN CO PTY LTD,QIXIN CO PTY LTD,QX Tech,qixin-co-pty-ltd-1,75671782540,https://qxnet.com.au,+61 1234 5678,info@qixin.com.au,,,QIXIN CO PTY LTD is a registered business in Australia.,,IT Services,,,IT Services,,2020,,,,false,2025-07-11T02:09:11.000Z,2025-07-11T02:09:11.000Z
COMP_01274,COMP_01273,The Trustee for Axton Finance Trust,The Trustee for Axton Finance Trust,,the-trustee-for-axton-finance-trust,39872010901,,,,,The Trustee for Axton Finance Trust is a registered business in Australia with ABN: 39872010901.,The Trustee for Axton Finance Trust is a registered business in Australia.,,Financial and Insurance Services,Finance,,Finance,VIC,2014,,,English,false,2025-07-15T02:41:19.247Z,2025-07-15T02:41:19.247Z
COMP_01275,COMP_01274,The Scalp Spa,The Scalp Spa,,the-scalp-spa,,www.thescalpspa.com.au,0416 005 298,,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,,Medical and Other Health Care Services,NSW,2020,,1-10,,false,,
COMP_01276,COMP_01275,LENDLEASE (AUSTRALIA) PTY LIMITED,LENDLEASE (AUSTRALIA) PTY LIMITED,,lendlease-australia-pty-limited,94603716294,,,,,LENDLEASE (AUSTRALIA) PTY LIMITED is a registered business in Australia with ABN: 94603716294.,LENDLEASE (AUSTRALIA) PTY LIMITED is a registered business in Australia.,,Residential Building Construction,Building Construction,,Building Construction,NSW,2015,,,English,false,2025-07-14T02:07:03.571Z,2025-07-14T02:07:03.571Z
COMP_01277,COMP_01276,The One Beauty & Spa Canberra,The One Beauty & Spa Canberra,,the-one-beauty-spa-canberra,,theonebeautyspa.com.au,02 6154 1984,,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,,Medical and Other Health Care Services,NSW,2021,,1-10,English,false,,
COMP_01278,COMP_01277,Endota spa,Endota spa,,endota-spa,,endotaspa.com.au,,,,,,,Health Care and Social Assistance,Medical and Other Health Care Services,,Medical and Other Health Care Services,,2020,,1-10,,false,,
COMP_01279,COMP_01278,LENDI GROUP DISTRIBUTION PTY LTD,LENDI GROUP DISTRIBUTION PTY LTD,Aussie Home Loans,lendi-group-distribution-pty-ltd,27105265861,https://www.aussie.com.au/,,,,,,,Financial and Insurance Services,Finance,,Finance,,2003,,51-100,,false,,
COMP_01280,COMP_01279,LEND LINE MORTGAGES PTY LTD,LEND LINE MORTGAGES PTY LTD,Award Mortgage,lend-line-mortgages-pty-ltd,59632593474,https://awardmortgage.com.au/,,,,,,,Financial and Insurance Services,Finance,,Finance,,2003,,101-200,English;Chinese (Mandarin),false,,
COMP_01281,COMP_01280,Yard Financial Pty Ltd,Yard Financial Pty Ltd,,yard-financial-pty-ltd,84623357513,www.yard.com.au,,,,,,,Financial and Insurance Services,,,Financial and Insurance Services,NSW,2017,,1-10,English,false,,
COMP_01282,COMP_01281,Australian Pharmaceutical Industries (Queensland) Pty. Ltd.,Australian Pharmaceutical Industries (Queensland) Pty. Ltd.,,australian-pharmaceutical-industries-queensland-pty-ltd,62009781668,,,,,,Australian Pharmaceutical Industries (Queensland) Pty. Ltd. is a registered business in Australia.,Australian Pharmaceutical Industries (Queensland) Pty. Ltd. is a registered business in Australia with ABN: 62009781668.,,,,,VIC,2000,,,English,false,,
COMP_01283,COMP_01282,Lloyds Building & Development Pty Ltd,Lloyds Building & Development Pty Ltd,,lloyds-building-development-pty-ltd,75163935699,lloydsbuilding.com.au,,info@lloydsbuilding.com.au,,,,,Residential Building Construction,Building Construction,Residential Building Construction,Residential Building Construction,ACT,2013,,1-10,,false,,
COMP_01284,COMP_01283,Acme Build Pty Ltd,Acme Build Pty Ltd,,acme-build-pty-ltd,71083619694,www.acmebuilt.com.au,0426 253 332 ,info@acmebuilt.com.au,,,"Building More Than Houses, Building Futures.",,,,,,QLD,2011,,1-10,English,false,,
COMP_01285,COMP_01284,A Build Construction Solutions Pty Ltd,A Build Construction Solutions Pty Ltd,,a-build-construction-solutions-pty-ltd,37609832322,https://abuild.com.au/,0405 018 357,abuild@live.com.au,,,building and construction company,,,,,,NSW,2015,,1-10,,false,,
COMP_01286,COMP_01285,Design2buildconstruction Pty Ltd,Design2buildconstruction Pty Ltd,,design2buildconstruction-pty-ltd,50166011472,,04 6841 3178,Admin@Design2buildconstruction.com.au,,,,,,,,,NSW,2013,,1-10,English,false,,
COMP_01287,COMP_01286,In-Depth Landscape Construction Pty Ltd,In-Depth Landscape Construction Pty Ltd,,in-depth-landscape-construction-pty-ltd,14646614324,indepthlandscaping.com.au,02 6293 2257,,,,Landscape Construction,,,,,,ACT,2020,,1-10,,false,,
COMP_01288,COMP_01287,Slc Building Pty Ltd,Slc Building Pty Ltd,,slc-building-pty-ltd,65600506938,,1800 644 304,,,,,,,,,,ACT,2014,,1-10,,false,,
COMP_01289,COMP_01288,Total Construction Pty. Limited,Total Construction Pty. Limited,,total-construction-pty-limited,32067732941,www.totalconstruction.com.au,61 2 9746 9555,,,,Build and Construction,,,,,,NSW,2000,,1-10,,false,,
COMP_01290,COMP_01289,Complete Constructions (Aust) Pty Ltd,Complete Constructions (Aust) Pty Ltd,,complete-constructions-aust-pty-ltd,47085957204,https://completeconstructionsaust.com.au/,,,,,Build and Construction,,,,,,ACT,2002,,1-10,,false,,
